対象品目コード,対象品目名,候補品目コード,候補品目名,根拠
PRCG20_1200950017,磨棒鋼,PRCG20_1200950006,熱延広幅帯鋼,冷延の母材
PRCG20_1200950017,磨棒鋼,PRCG20_1200950004,線材,伸線の母材
PRCG20_1200950017,磨棒鋼,PRCG20_1202250001,事業用電力,圧延の電力
PRCG20_1200950018,普通鋼鋼線・特殊鋼鋼線,PRCG20_1200950006,熱延広幅帯鋼,冷延の母材
PRCG20_1200950018,普通鋼鋼線・特殊鋼鋼線,PRCG20_1200950004,線材,伸線の母材
PRCG20_1200950018,普通鋼鋼線・特殊鋼鋼線,PRCG20_1202250001,事業用電力,圧延の電力
PRCG20_1200950019,亜鉛めっき鋼板,PRCG20_1200950013,冷延広幅帯鋼,めっき原板
PRCG20_1200950019,亜鉛めっき鋼板,PRCG20_1200950006,熱延広幅帯鋼,母材
PRCG20_1200950019,亜鉛めっき鋼板,PRCG20_2600350026,亜鉛鉱,めっき用亜鉛の原料
PRCG20_1200950020,ブリキ・クロムめっき鋼板,PRCG20_1200950013,冷延広幅帯鋼,めっき原板
PRCG20_1200950020,ブリキ・クロムめっき鋼板,PRCG20_1200950006,熱延広幅帯鋼,母材
PRCG20_1200950020,ブリキ・クロムめっき鋼板,PRCG20_2600350026,亜鉛鉱,めっき用亜鉛の原料
PRCG20_1200950021,鍛造品,PRCG20_1202350002,鉄屑,溶解原料
PRCG20_1200950021,鍛造品,PRCG20_1200650011,石炭コークス,キュポラ燃料
PRCG20_1200950021,鍛造品,PRCG20_1200950008,機械構造用炭素鋼,鍛造用鋼材
PRCG20_1200950021,鍛造品,PRCG20_1202250001,事業用電力,溶解の電力
PRCG20_1200950022,機械用銑鉄鋳物,PRCG20_1202350002,鉄屑,溶解原料
PRCG20_1200950022,機械用銑鉄鋳物,PRCG20_1200650011,石炭コークス,キュポラ燃料
PRCG20_1200950022,機械用銑鉄鋳物,PRCG20_1200950008,機械構造用炭素鋼,鍛造用鋼材
PRCG20_1200950022,機械用銑鉄鋳物,PRCG20_1202250001,事業用電力,溶解の電力
PRCG20_1200950023,鋳鉄管,PRCG20_1202350002,鉄屑,溶解原料
PRCG20_1200950023,鋳鉄管,PRCG20_1200650011,石炭コークス,キュポラ燃料
PRCG20_1200950023,鋳鉄管,PRCG20_1202250001,事業用電力,溶解の電力
PRCG20_1200950024,鉄鋼シャースリット,PRCG20_1200950006,熱延広幅帯鋼,加工母材
PRCG20_1200950024,鉄鋼シャースリット,PRCG20_1200950013,冷延広幅帯鋼,加工母材
PRCG20_1200950024,鉄鋼シャースリット,PRCG20_1202250001,事業用電力,加工の電力
PRCG20_1201050001,銅,PRCG20_2600350025,銅鉱,製錬の主原料
PRCG20_1201050001,銅,PRCG20_1202350003,銅・アルミニウム屑,リサイクル原料
PRCG20_1201050001,銅,PRCG20_1202250001,事業用電力,電解精製の電力
PRCG20_1201050002,鉛地金・はんだ・減摩合金,PRCG20_2600350016,すず地金,はんだ原料
PRCG20_1201050002,鉛地金・はんだ・減摩合金,PRCG20_1202350003,銅・アルミニウム屑,リサイクル原料経由
PRCG20_1201050002,鉛地金・はんだ・減摩合金,PRCG20_1202250001,事業用電力,製錬の電力
PRCG20_1201050003,アルミニウム合金・同二次合金地金,PRCG20_2600350009,アルミニウム地金,新地金原料
PRCG20_1201050003,アルミニウム合金・同二次合金地金,PRCG20_1202350003,銅・アルミニウム屑,二次合金の原料
PRCG20_1201050003,アルミニウム合金・同二次合金地金,PRCG20_1202250001,事業用電力,溶解の電力
PRCG20_1201050004,金地金,PRCG20_2600350011,金地金,国際価格連動
PRCG20_1201050004,金地金,PRCG20_2600350012,銀地金,国際価格連動
PRCG20_1201050004,金地金,PRCG20_1201050001,銅,副産回収の母体
PRCG20_1201050004,金地金,PRCG20_1202250001,事業用電力,精錬の電力
PRCG20_1201050005,銀地金,PRCG20_2600350011,金地金,国際価格連動
PRCG20_1201050005,銀地金,PRCG20_2600350012,銀地金,国際価格連動
PRCG20_1201050005,銀地金,PRCG20_1201050001,銅,副産回収の母体
PRCG20_1201050005,銀地金,PRCG20_1202250001,事業用電力,精錬の電力
PRCG20_1201050006,銅荒引線,PRCG20_1201050001,銅,導体の主原料
PRCG20_1201050006,銅荒引線,PRCG20_1200550025,塩化ビニル樹脂,被覆材
PRCG20_1201050006,銅荒引線,PRCG20_1200550022,ポリエチレン,絶縁材
PRCG20_1201050007,銅裸線,PRCG20_1201050001,銅,導体の主原料
PRCG20_1201050007,銅裸線,PRCG20_1200550025,塩化ビニル樹脂,被覆材
PRCG20_1201050007,銅裸線,PRCG20_1200550022,ポリエチレン,絶縁材
PRCG20_1201050008,プラスチック被覆銅線,PRCG20_1201050001,銅,導体の主原料
PRCG20_1201050008,プラスチック被覆銅線,PRCG20_1200550025,塩化ビニル樹脂,被覆材
PRCG20_1201050008,プラスチック被覆銅線,PRCG20_1200550022,ポリエチレン,絶縁材
PRCG20_1201050009,銅巻線,PRCG20_1201050001,銅,導体の主原料
PRCG20_1201050009,銅巻線,PRCG20_1200550025,塩化ビニル樹脂,被覆材
PRCG20_1201050009,銅巻線,PRCG20_1200550022,ポリエチレン,絶縁材
PRCG20_1201050010,電力・通信用メタルケーブル,PRCG20_1201050001,銅,導体の主原料
PRCG20_1201050010,電力・通信用メタルケーブル,PRCG20_1200550025,塩化ビニル樹脂,被覆材
PRCG20_1201050010,電力・通信用メタルケーブル,PRCG20_1200550022,ポリエチレン,絶縁材
PRCG20_1201050011,銅伸銅品,PRCG20_1201050001,銅,主原料
PRCG20_1201050011,銅伸銅品,PRCG20_2600350008,銅,輸入地金
PRCG20_1201050011,銅伸銅品,PRCG20_1202350003,銅・アルミニウム屑,リサイクル原料
PRCG20_1201050012,黄銅伸銅品,PRCG20_1201050001,銅,主原料
PRCG20_1201050012,黄銅伸銅品,PRCG20_2600350008,銅,輸入地金
PRCG20_1201050012,黄銅伸銅品,PRCG20_1202350003,銅・アルミニウム屑,リサイクル原料
PRCG20_1201050013,アルミ圧延製品,PRCG20_2600350009,アルミニウム地金,主原料
PRCG20_1201050013,アルミ圧延製品,PRCG20_1201050003,アルミニウム合金・同二次合金地金,合金原料
PRCG20_1201050013,アルミ圧延製品,PRCG20_1202250001,事業用電力,圧延の電力
PRCG20_1201050014,銅・アルミニウム鋳物,PRCG20_1201050003,アルミニウム合金・同二次合金地金,ダイカスト原料
PRCG20_1201050014,銅・アルミニウム鋳物,PRCG20_1201050001,銅,銅鋳物原料
PRCG20_1201050014,銅・アルミニウム鋳物,PRCG20_2600350010,アルミニウム合金・同二次合金地金,輸入合金地金
PRCG20_1201050015,アルミニウム合金ダイカスト,PRCG20_1201050003,アルミニウム合金・同二次合金地金,ダイカスト原料
PRCG20_1201050015,アルミニウム合金ダイカスト,PRCG20_1201050001,銅,銅鋳物原料
PRCG20_1201050015,アルミニウム合金ダイカスト,PRCG20_2600350010,アルミニウム合金・同二次合金地金,輸入合金地金
PRCG20_1201050016,アルミニウム鍛造品,PRCG20_1201050003,アルミニウム合金・同二次合金地金,ダイカスト原料
PRCG20_1201050016,アルミニウム鍛造品,PRCG20_1201050001,銅,銅鋳物原料
PRCG20_1201050016,アルミニウム鍛造品,PRCG20_2600350010,アルミニウム合金・同二次合金地金,輸入合金地金
PRCG20_1201050017,貴金属展伸材,PRCG20_1201050004,金地金,貴金属原料
PRCG20_1201050017,貴金属展伸材,PRCG20_1201050005,銀地金,貴金属原料
PRCG20_1201050017,貴金属展伸材,PRCG20_2600350013,白金地金,貴金属原料
PRCG20_1201150001,鉄骨,PRCG20_1200950002,形鋼,骨組の主材
PRCG20_1201150001,鉄骨,PRCG20_1200950005,厚中板,橋りょう等の主材
PRCG20_1201150001,鉄骨,PRCG20_1201150024,溶接棒,接合材
PRCG20_1201150002,橋りょう,PRCG20_1200950002,形鋼,骨組の主材
PRCG20_1201150002,橋りょう,PRCG20_1200950005,厚中板,橋りょう等の主材
PRCG20_1201150002,橋りょう,PRCG20_1201150024,溶接棒,接合材
PRCG20_1201150003,アルミニウムサッシ,PRCG20_1201050013,アルミ圧延製品,押出形材の素材
PRCG20_1201150003,アルミニウムサッシ,PRCG20_2600350009,アルミニウム地金,地金原料
PRCG20_1201150003,アルミニウムサッシ,PRCG20_1202250001,事業用電力,押出・表面処理の電力
PRCG20_1201150004,金属製サッシ・ドア（除アルミニウムサッシ）,PRCG20_1201050013,アルミ圧延製品,サッシの主材
PRCG20_1201150004,金属製サッシ・ドア（除アルミニウムサッシ）,PRCG20_1200950013,冷延広幅帯鋼,鋼製建具の主材
PRCG20_1201150004,金属製サッシ・ドア（除アルミニウムサッシ）,PRCG20_1200950019,亜鉛めっき鋼板,板金・シャッター材
PRCG20_1201150005,シャッター,PRCG20_1201050013,アルミ圧延製品,サッシの主材
PRCG20_1201150005,シャッター,PRCG20_1200950013,冷延広幅帯鋼,鋼製建具の主材
PRCG20_1201150005,シャッター,PRCG20_1200950019,亜鉛めっき鋼板,板金・シャッター材
PRCG20_1201150006,建築用板金製品,PRCG20_1201050013,アルミ圧延製品,サッシの主材
PRCG20_1201150006,建築用板金製品,PRCG20_1200950013,冷延広幅帯鋼,鋼製建具の主材
PRCG20_1201150006,建築用板金製品,PRCG20_1200950019,亜鉛めっき鋼板,板金・シャッター材
PRCG20_1201150007,ガス暖房・調理装置,PRCG20_1200950013,冷延広幅帯鋼,筐体材
PRCG20_1201150007,ガス暖房・調理装置,PRCG20_1200950011,普通鋼鋼管,配管部材
PRCG20_1201150007,ガス暖房・調理装置,PRCG20_1201050011,銅伸銅品,熱交換部材
PRCG20_1201150008,石油暖房装置,PRCG20_1200950013,冷延広幅帯鋼,筐体材
PRCG20_1201150008,石油暖房装置,PRCG20_1200950011,普通鋼鋼管,配管部材
PRCG20_1201150008,石油暖房装置,PRCG20_1201050011,銅伸銅品,熱交換部材
PRCG20_1201150009,ばね,PRCG20_1200950004,線材,圧造・成形の母材
PRCG20_1201150009,ばね,PRCG20_1200950018,普通鋼鋼線・特殊鋼鋼線,ばねの母材
PRCG20_1201150009,ばね,PRCG20_1200950008,機械構造用炭素鋼,切削品の母材
PRCG20_1201150009,ばね,PRCG20_2600350020,ボルト・ナット,輸入品
PRCG20_1201150010,ボルト・ナット,PRCG20_1200950004,線材,圧造・成形の母材
PRCG20_1201150010,ボルト・ナット,PRCG20_1200950018,普通鋼鋼線・特殊鋼鋼線,ばねの母材
PRCG20_1201150010,ボルト・ナット,PRCG20_1200950008,機械構造用炭素鋼,切削品の母材
PRCG20_1201150010,ボルト・ナット,PRCG20_2600350020,ボルト・ナット,輸入品
PRCG20_1201150011,18リットル缶,PRCG20_1200950020,ブリキ・クロムめっき鋼板,食缶・18L缶の材料
PRCG20_1201150011,18リットル缶,PRCG20_1200950013,冷延広幅帯鋼,缶胴材
PRCG20_1201150011,18リットル缶,PRCG20_1200950006,熱延広幅帯鋼,ドラム缶・ボンベ材
PRCG20_1201150012,食缶,PRCG20_1200950020,ブリキ・クロムめっき鋼板,食缶・18L缶の材料
PRCG20_1201150012,食缶,PRCG20_1200950013,冷延広幅帯鋼,缶胴材
PRCG20_1201150012,食缶,PRCG20_1200950006,熱延広幅帯鋼,ドラム缶・ボンベ材
PRCG20_1201150013,ボンベ,PRCG20_1200950020,ブリキ・クロムめっき鋼板,食缶・18L缶の材料
PRCG20_1201150013,ボンベ,PRCG20_1200950013,冷延広幅帯鋼,缶胴材
PRCG20_1201150013,ボンベ,PRCG20_1200950006,熱延広幅帯鋼,ドラム缶・ボンベ材
PRCG20_1201150014,ドラム缶,PRCG20_1200950020,ブリキ・クロムめっき鋼板,食缶・18L缶の材料
PRCG20_1201150014,ドラム缶,PRCG20_1200950013,冷延広幅帯鋼,缶胴材
PRCG20_1201150014,ドラム缶,PRCG20_1200950006,熱延広幅帯鋼,ドラム缶・ボンベ材
PRCG20_1201150015,刃物・道具類,PRCG20_1200950011,普通鋼鋼管,管材
PRCG20_1201150015,刃物・道具類,PRCG20_1200950022,機械用銑鉄鋳物,継手鋳物
PRCG20_1201150015,刃物・道具類,PRCG20_1200950007,工具鋼,刃物・道具の母材
PRCG20_1201150015,刃物・道具類,PRCG20_2600350021,刃物・道具類,輸入品
PRCG20_1201150016,金属製管継手,PRCG20_1200950011,普通鋼鋼管,管材
PRCG20_1201150016,金属製管継手,PRCG20_1200950022,機械用銑鉄鋳物,継手鋳物
PRCG20_1201150016,金属製管継手,PRCG20_1200950007,工具鋼,刃物・道具の母材
PRCG20_1201150016,金属製管継手,PRCG20_2600350021,刃物・道具類,輸入品
PRCG20_1201150017,配管工事用附属品,PRCG20_1200950011,普通鋼鋼管,管材
PRCG20_1201150017,配管工事用附属品,PRCG20_1200950022,機械用銑鉄鋳物,継手鋳物
PRCG20_1201150017,配管工事用附属品,PRCG20_1200950007,工具鋼,刃物・道具の母材
PRCG20_1201150017,配管工事用附属品,PRCG20_2600350021,刃物・道具類,輸入品
PRCG20_1201150018,粉末や金製品,PRCG20_1200950011,普通鋼鋼管,管材
PRCG20_1201150018,粉末や金製品,PRCG20_1200950022,機械用銑鉄鋳物,継手鋳物
PRCG20_1201150018,粉末や金製品,PRCG20_1200950007,工具鋼,刃物・道具の母材
PRCG20_1201150018,粉末や金製品,PRCG20_2600350021,刃物・道具類,輸入品
PRCG20_1201150019,錠・かぎ・建築用金物,PRCG20_1200950013,冷延広幅帯鋼,板金材
PRCG20_1201150019,錠・かぎ・建築用金物,PRCG20_1201050012,黄銅伸銅品,金物材
PRCG20_1201150019,錠・かぎ・建築用金物,PRCG20_1200950019,亜鉛めっき鋼板,耐食板材
PRCG20_1201150019,錠・かぎ・建築用金物,PRCG20_1200950018,普通鋼鋼線・特殊鋼鋼線,線材製品の母材
PRCG20_1201150020,架線金物,PRCG20_1200950013,冷延広幅帯鋼,板金材
PRCG20_1201150020,架線金物,PRCG20_1201050012,黄銅伸銅品,金物材
PRCG20_1201150020,架線金物,PRCG20_1200950019,亜鉛めっき鋼板,耐食板材
PRCG20_1201150020,架線金物,PRCG20_1200950018,普通鋼鋼線・特殊鋼鋼線,線材製品の母材
PRCG20_1201150021,アルミニウム製飲料用缶,PRCG20_1200950013,冷延広幅帯鋼,板金材
PRCG20_1201150021,アルミニウム製飲料用缶,PRCG20_1201050012,黄銅伸銅品,金物材
PRCG20_1201150021,アルミニウム製飲料用缶,PRCG20_1200950019,亜鉛めっき鋼板,耐食板材
PRCG20_1201150021,アルミニウム製飲料用缶,PRCG20_1200950018,普通鋼鋼線・特殊鋼鋼線,線材製品の母材
PRCG20_1201150022,金網,PRCG20_1200950013,冷延広幅帯鋼,板金材
PRCG20_1201150022,金網,PRCG20_1201050012,黄銅伸銅品,金物材
PRCG20_1201150022,金網,PRCG20_1200950019,亜鉛めっき鋼板,耐食板材
PRCG20_1201150022,金網,PRCG20_1200950018,普通鋼鋼線・特殊鋼鋼線,線材製品の母材
PRCG20_1201150023,ワイヤロープ・ＰＣ鋼より線,PRCG20_1200950013,冷延広幅帯鋼,板金材
PRCG20_1201150023,ワイヤロープ・ＰＣ鋼より線,PRCG20_1201050012,黄銅伸銅品,金物材
PRCG20_1201150023,ワイヤロープ・ＰＣ鋼より線,PRCG20_1200950019,亜鉛めっき鋼板,耐食板材
PRCG20_1201150023,ワイヤロープ・ＰＣ鋼より線,PRCG20_1200950018,普通鋼鋼線・特殊鋼鋼線,線材製品の母材
PRCG20_1201150024,溶接棒,PRCG20_1200950013,冷延広幅帯鋼,板金材
PRCG20_1201150024,溶接棒,PRCG20_1201050012,黄銅伸銅品,金物材
PRCG20_1201150024,溶接棒,PRCG20_1200950019,亜鉛めっき鋼板,耐食板材
PRCG20_1201150024,溶接棒,PRCG20_1200950018,普通鋼鋼線・特殊鋼鋼線,線材製品の母材
PRCG20_1201150025,金属製パッキン・ガスケット,PRCG20_1200950013,冷延広幅帯鋼,板金材
PRCG20_1201150025,金属製パッキン・ガスケット,PRCG20_1201050012,黄銅伸銅品,金物材
PRCG20_1201150025,金属製パッキン・ガスケット,PRCG20_1200950019,亜鉛めっき鋼板,耐食板材
PRCG20_1201150025,金属製パッキン・ガスケット,PRCG20_1200950018,普通鋼鋼線・特殊鋼鋼線,線材製品の母材
PRCG20_1201250001,ボイラ,PRCG20_1200950005,厚中板,胴・管板材
PRCG20_1201250001,ボイラ,PRCG20_1200950011,普通鋼鋼管,伝熱管
PRCG20_1201250001,ボイラ,PRCG20_1200950008,機械構造用炭素鋼,構造部材
PRCG20_1201250002,タービン,PRCG20_1200950010,特殊用途鋼,耐熱部材
PRCG20_1201250002,タービン,PRCG20_1200950021,鍛造品,ロータ素材
PRCG20_1201250002,タービン,PRCG20_1200950008,機械構造用炭素鋼,構造部材
PRCG20_1201250003,はん用内燃機関,PRCG20_1200950022,機械用銑鉄鋳物,シリンダブロック
PRCG20_1201250003,はん用内燃機関,PRCG20_1200950021,鍛造品,クランク軸素材
PRCG20_1201250003,はん用内燃機関,PRCG20_1200950008,機械構造用炭素鋼,構造部材
PRCG20_1201250004,うず巻ポンプ,PRCG20_1200950022,機械用銑鉄鋳物,ケーシング鋳物
PRCG20_1201250004,うず巻ポンプ,PRCG20_1201650001,電動機,駆動部
PRCG20_1201250004,うず巻ポンプ,PRCG20_1200950008,機械構造用炭素鋼,軸・構造部材
PRCG20_1201250004,うず巻ポンプ,PRCG20_1201250018,玉軸受,軸受部品
PRCG20_1201250005,水中ポンプ,PRCG20_1200950022,機械用銑鉄鋳物,ケーシング鋳物
PRCG20_1201250005,水中ポンプ,PRCG20_1201650001,電動機,駆動部
PRCG20_1201250005,水中ポンプ,PRCG20_1200950008,機械構造用炭素鋼,軸・構造部材
PRCG20_1201250005,水中ポンプ,PRCG20_1201250018,玉軸受,軸受部品
PRCG20_1201250006,圧縮機・送風機,PRCG20_1200950022,機械用銑鉄鋳物,ケーシング鋳物
PRCG20_1201250006,圧縮機・送風機,PRCG20_1201650001,電動機,駆動部
PRCG20_1201250006,圧縮機・送風機,PRCG20_1200950008,機械構造用炭素鋼,軸・構造部材
PRCG20_1201250006,圧縮機・送風機,PRCG20_1201250018,玉軸受,軸受部品
PRCG20_1201250007,油圧モータ,PRCG20_1200950022,機械用銑鉄鋳物,ケーシング鋳物
PRCG20_1201250007,油圧モータ,PRCG20_1201650001,電動機,駆動部
PRCG20_1201250007,油圧モータ,PRCG20_1200950008,機械構造用炭素鋼,軸・構造部材
PRCG20_1201250007,油圧モータ,PRCG20_1201250018,玉軸受,軸受部品
PRCG20_1201250008,油圧シリンダ,PRCG20_1200950022,機械用銑鉄鋳物,ケーシング鋳物
PRCG20_1201250008,油圧シリンダ,PRCG20_1201650001,電動機,駆動部
PRCG20_1201250008,油圧シリンダ,PRCG20_1200950008,機械構造用炭素鋼,軸・構造部材
PRCG20_1201250008,油圧シリンダ,PRCG20_1201250018,玉軸受,軸受部品
PRCG20_1201250009,油圧バルブ,PRCG20_1200950022,機械用銑鉄鋳物,ケーシング鋳物
PRCG20_1201250009,油圧バルブ,PRCG20_1201650001,電動機,駆動部
PRCG20_1201250009,油圧バルブ,PRCG20_1200950008,機械構造用炭素鋼,軸・構造部材
PRCG20_1201250009,油圧バルブ,PRCG20_1201250018,玉軸受,軸受部品
PRCG20_1201250010,空気圧機器,PRCG20_1200950022,機械用銑鉄鋳物,ケーシング鋳物
PRCG20_1201250010,空気圧機器,PRCG20_1201650001,電動機,駆動部
PRCG20_1201250010,空気圧機器,PRCG20_1200950008,機械構造用炭素鋼,軸・構造部材
PRCG20_1201250010,空気圧機器,PRCG20_1201250018,玉軸受,軸受部品
PRCG20_1201250011,エレベータ,PRCG20_1200950002,形鋼,構造材
PRCG20_1201250011,エレベータ,PRCG20_1201650001,電動機,駆動部
PRCG20_1201250011,エレベータ,PRCG20_1201150023,ワイヤロープ・ＰＣ鋼より線,巻上用
PRCG20_1201250011,エレベータ,PRCG20_1201250018,玉軸受,軸受部品
PRCG20_1201250012,クレーン,PRCG20_1200950002,形鋼,構造材
PRCG20_1201250012,クレーン,PRCG20_1201650001,電動機,駆動部
PRCG20_1201250012,クレーン,PRCG20_1201150023,ワイヤロープ・ＰＣ鋼より線,巻上用
PRCG20_1201250012,クレーン,PRCG20_1201250018,玉軸受,軸受部品
PRCG20_1201250013,巻上機,PRCG20_1200950002,形鋼,構造材
PRCG20_1201250013,巻上機,PRCG20_1201650001,電動機,駆動部
PRCG20_1201250013,巻上機,PRCG20_1201150023,ワイヤロープ・ＰＣ鋼より線,巻上用
PRCG20_1201250013,巻上機,PRCG20_1201250018,玉軸受,軸受部品
PRCG20_1201250014,コンベヤ,PRCG20_1200950002,形鋼,構造材
PRCG20_1201250014,コンベヤ,PRCG20_1201650001,電動機,駆動部
PRCG20_1201250014,コンベヤ,PRCG20_1201150023,ワイヤロープ・ＰＣ鋼より線,巻上用
PRCG20_1201250014,コンベヤ,PRCG20_1201250018,玉軸受,軸受部品
PRCG20_1201250015,冷凍機,PRCG20_1201050011,銅伸銅品,熱交換器の銅管
PRCG20_1201250015,冷凍機,PRCG20_1201050013,アルミ圧延製品,フィン材
PRCG20_1201250015,冷凍機,PRCG20_1201250006,圧縮機・送風機,冷凍サイクルの心臓部
PRCG20_1201250015,冷凍機,PRCG20_1201650001,電動機,駆動部
PRCG20_1201250016,冷凍・冷蔵用ショーケース,PRCG20_1201050011,銅伸銅品,熱交換器の銅管
PRCG20_1201250016,冷凍・冷蔵用ショーケース,PRCG20_1201050013,アルミ圧延製品,フィン材
PRCG20_1201250016,冷凍・冷蔵用ショーケース,PRCG20_1201250006,圧縮機・送風機,冷凍サイクルの心臓部
PRCG20_1201250016,冷凍・冷蔵用ショーケース,PRCG20_1201650001,電動機,駆動部
PRCG20_1201250017,業務用エアコン,PRCG20_1201050011,銅伸銅品,熱交換器の銅管
PRCG20_1201250017,業務用エアコン,PRCG20_1201050013,アルミ圧延製品,フィン材
PRCG20_1201250017,業務用エアコン,PRCG20_1201250006,圧縮機・送風機,冷凍サイクルの心臓部
PRCG20_1201250017,業務用エアコン,PRCG20_1201650001,電動機,駆動部
PRCG20_1201250018,玉軸受,PRCG20_1200950009,構造用合金鋼,軸受鋼素材
PRCG20_1201250018,玉軸受,PRCG20_1200950010,特殊用途鋼,高清浄度鋼
PRCG20_1201250018,玉軸受,PRCG20_1202250001,事業用電力,熱処理・研削の電力
PRCG20_1201250019,ころ軸受,PRCG20_1200950009,構造用合金鋼,軸受鋼素材
PRCG20_1201250019,ころ軸受,PRCG20_1200950010,特殊用途鋼,高清浄度鋼
PRCG20_1201250019,ころ軸受,PRCG20_1202250001,事業用電力,熱処理・研削の電力
PRCG20_1201250020,変速機,PRCG20_1200950008,機械構造用炭素鋼,構造部材
PRCG20_1201250020,変速機,PRCG20_1200950022,機械用銑鉄鋳物,本体鋳物
PRCG20_1201250020,変速機,PRCG20_1201050012,黄銅伸銅品,弁類の材料
PRCG20_1201250020,変速機,PRCG20_1202250001,事業用電力,加工の電力
PRCG20_1201250021,歯車,PRCG20_1200950008,機械構造用炭素鋼,構造部材
PRCG20_1201250021,歯車,PRCG20_1200950022,機械用銑鉄鋳物,本体鋳物
PRCG20_1201250021,歯車,PRCG20_1201050012,黄銅伸銅品,弁類の材料
PRCG20_1201250021,歯車,PRCG20_1202250001,事業用電力,加工の電力
PRCG20_1201250022,ローラチェーン,PRCG20_1200950008,機械構造用炭素鋼,構造部材
PRCG20_1201250022,ローラチェーン,PRCG20_1200950022,機械用銑鉄鋳物,本体鋳物
PRCG20_1201250022,ローラチェーン,PRCG20_1201050012,黄銅伸銅品,弁類の材料
PRCG20_1201250022,ローラチェーン,PRCG20_1202250001,事業用電力,加工の電力
PRCG20_1201250023,消火器,PRCG20_1200950008,機械構造用炭素鋼,構造部材
PRCG20_1201250023,消火器,PRCG20_1200950022,機械用銑鉄鋳物,本体鋳物
PRCG20_1201250023,消火器,PRCG20_1201050012,黄銅伸銅品,弁類の材料
PRCG20_1201250023,消火器,PRCG20_1202250001,事業用電力,加工の電力
PRCG20_1201250024,バルブ,PRCG20_1200950008,機械構造用炭素鋼,構造部材
PRCG20_1201250024,バルブ,PRCG20_1200950022,機械用銑鉄鋳物,本体鋳物
PRCG20_1201250024,バルブ,PRCG20_1201050012,黄銅伸銅品,弁類の材料
PRCG20_1201250024,バルブ,PRCG20_1202250001,事業用電力,加工の電力
PRCG20_1201250025,パイプ加工品,PRCG20_1200950008,機械構造用炭素鋼,構造部材
PRCG20_1201250025,パイプ加工品,PRCG20_1200950022,機械用銑鉄鋳物,本体鋳物
PRCG20_1201250025,パイプ加工品,PRCG20_1201050012,黄銅伸銅品,弁類の材料
PRCG20_1201250025,パイプ加工品,PRCG20_1202250001,事業用電力,加工の電力
PRCG20_1201250026,ピストンリング,PRCG20_1200950008,機械構造用炭素鋼,構造部材
PRCG20_1201250026,ピストンリング,PRCG20_1200950022,機械用銑鉄鋳物,本体鋳物
PRCG20_1201250026,ピストンリング,PRCG20_1201050012,黄銅伸銅品,弁類の材料
PRCG20_1201250026,ピストンリング,PRCG20_1202250001,事業用電力,加工の電力
PRCG20_1201350001,農業用トラクタ・耕うん機,PRCG20_1201250003,はん用内燃機関,エンジン
PRCG20_1201350001,農業用トラクタ・耕うん機,PRCG20_1200950006,熱延広幅帯鋼,構体材
PRCG20_1201350001,農業用トラクタ・耕うん機,PRCG20_1200950022,機械用銑鉄鋳物,ミッションケース
PRCG20_1201350001,農業用トラクタ・耕うん機,PRCG20_1201950014,自動車タイヤ,走行部
PRCG20_1201350002,田植機,PRCG20_1201250003,はん用内燃機関,エンジン
PRCG20_1201350002,田植機,PRCG20_1200950006,熱延広幅帯鋼,構体材
PRCG20_1201350002,田植機,PRCG20_1200950022,機械用銑鉄鋳物,ミッションケース
PRCG20_1201350002,田植機,PRCG20_1201950014,自動車タイヤ,走行部
PRCG20_1201350003,コンバイン,PRCG20_1201250003,はん用内燃機関,エンジン
PRCG20_1201350003,コンバイン,PRCG20_1200950006,熱延広幅帯鋼,構体材
PRCG20_1201350003,コンバイン,PRCG20_1200950022,機械用銑鉄鋳物,ミッションケース
PRCG20_1201350003,コンバイン,PRCG20_1201950014,自動車タイヤ,走行部
PRCG20_1201350004,掘さく機,PRCG20_1201250003,はん用内燃機関,エンジン
PRCG20_1201350004,掘さく機,PRCG20_1201250008,油圧シリンダ,作業機駆動
PRCG20_1201350004,掘さく機,PRCG20_1201250007,油圧モータ,走行・旋回駆動
PRCG20_1201350004,掘さく機,PRCG20_1200950005,厚中板,構体・バケット材
PRCG20_1201350004,掘さく機,PRCG20_1200950021,鍛造品,足回り部品
PRCG20_1201350005,建設用クレーン,PRCG20_1201250003,はん用内燃機関,エンジン
PRCG20_1201350005,建設用クレーン,PRCG20_1201250008,油圧シリンダ,作業機駆動
PRCG20_1201350005,建設用クレーン,PRCG20_1201250007,油圧モータ,走行・旋回駆動
PRCG20_1201350005,建設用クレーン,PRCG20_1200950005,厚中板,構体・バケット材
PRCG20_1201350005,建設用クレーン,PRCG20_1200950021,鍛造品,足回り部品
PRCG20_1201350006,コンクリート機械,PRCG20_1201250003,はん用内燃機関,エンジン
PRCG20_1201350006,コンクリート機械,PRCG20_1201250008,油圧シリンダ,作業機駆動
PRCG20_1201350006,コンクリート機械,PRCG20_1201250007,油圧モータ,走行・旋回駆動
PRCG20_1201350006,コンクリート機械,PRCG20_1200950005,厚中板,構体・バケット材
PRCG20_1201350006,コンクリート機械,PRCG20_1200950021,鍛造品,足回り部品
PRCG20_1201350007,建設用トラクタ,PRCG20_1201250003,はん用内燃機関,エンジン
PRCG20_1201350007,建設用トラクタ,PRCG20_1201250008,油圧シリンダ,作業機駆動
PRCG20_1201350007,建設用トラクタ,PRCG20_1201250007,油圧モータ,走行・旋回駆動
